day,time_of_day,hr,hrv_rmssd,activity_load,hr_zone,spo2,lf_hf_ratio,sleep_quality,resting_hr,temperature,rr_interval,is_workout,fatigue,fitness_gain,ces_score,safety_label,strategy_label,source
0,0.9792,60.2,42.5,2.81,0,98.5,2.232,6.8,69.1,36.5,1015.7,0,0.0,0.0,84,0,0,synthetic
1,0.0,61.0,39.1,2.06,0,99.0,2.681,7.8,72.1,36.9,980.0,0,0.0,0.06,82,0,0,synthetic
1,0.0208,63.0,57.0,0.9,0,99.3,2.076,4.8,67.3,36.8,926.3,0,0.0,0.06,90,0,0,synthetic
1,0.0417,56.7,28.7,3.21,0,99.1,2.144,7.2,71.3,36.5,1032.3,0,0.0,0.06,78,0,1,synthetic
1,0.0625,60.4,45.0,1.88,0,99.1,2.562,5.4,65.1,36.7,978.7,0,0.0,0.06,85,0,0,synthetic
1,0.0833,59.5,36.6,3.19,0,99.6,2.51,4.7,66.9,36.6,1006.4,0,0.0,0.06,81,0,0,synthetic
1,0.1042,58.5,45.5,1.12,0,98.3,2.181,7.9,68.1,36.6,1028.1,0,0.0,0.06,85,0,0,synthetic
1,0.125,62.0,43.3,2.92,0,98.8,2.641,5.0,67.4,36.5,945.0,0,0.0,0.06,84,0,0,synthetic
1,0.1458,67.2,51.9,1.89,0,98.7,2.345,6.6,69.9,36.7,878.2,0,0.0,0.06,88,0,0,synthetic
1,0.1667,59.2,46.7,1.31,0,98.9,2.226,5.9,66.7,36.6,1039.2,0,0.0,0.06,85,0,0,synthetic
1,0.1875,67.6,38.1,2.87,0,99.0,2.991,7.1,70.0,36.6,885.0,0,0.0,0.06,82,0,0,synthetic
1,0.2083,63.3,34.0,2.44,0,98.4,2.627,8.2,65.2,36.7,938.1,0,0.0,0.06,80,0,0,synthetic
1,0.2292,65.5,38.4,1.06,0,98.8,1.69,8.6,69.4,36.7,902.6,0,0.0,0.06,82,0,0,synthetic
1,0.25,66.3,51.1,1.01,0,99.2,2.224,6.9,64.7,36.8,895.5,0,0.0,0.06,87,0,0,synthetic
1,0.2708,70.8,47.3,1.47,0,98.2,2.173,7.0,67.4,36.8,823.1,0,0.0,0.06,85,0,0,synthetic
1,0.2917,69.9,35.4,2.1,0,99.0,2.296,4.9,70.0,36.7,871.3,0,0.0,0.06,80,0,0,synthetic
1,0.3125,67.7,39.3,2.78,0,99.7,2.146,7.9,65.9,36.7,877.6,0,0.0,0.06,82,0,0,synthetic
1,0.3333,72.3,43.8,2.22,0,99.0,2.423,7.5,67.0,36.7,836.3,0,0.0,0.06,83,0,0,synthetic
1,0.3542,165.1,24.9,8.13,4,98.1,3.535,6.1,70.4,37.0,332.9,1,0.0,0.06,40,1,2,synthetic
1,0.375,154.2,26.5,7.48,4,99.3,3.178,4.8,68.7,36.9,401.5,1,0.0,0.06,47,1,1,synthetic
1,0.3958,165.5,23.0,8.9,4,98.5,3.66,6.1,65.0,37.1,367.6,1,0.0,0.06,36,1,2,synthetic
1,0.4167,163.3,25.3,7.98,4,99.1,3.454,5.8,67.1,36.9,379.8,1,0.0,0.06,41,1,1,synthetic
1,0.4375,138.2,29.9,6.11,3,99.5,3.18,6.7,70.1,36.9,430.0,1,0.0,0.06,55,0,1,synthetic
1,0.4583,167.4,23.9,8.55,4,98.5,3.429,5.3,69.7,37.1,364.6,1,0.0,0.06,37,1,2,synthetic
1,0.4792,160.4,28.2,6.81,4,98.7,3.122,6.6,64.4,37.1,383.9,1,0.0,0.06,47,1,1,synthetic
1,0.5,146.9,29.0,6.49,3,99.1,3.697,5.5,68.2,37.0,415.6,1,0.0,0.06,52,0,1,synthetic
1,0.5208,169.9,24.6,8.26,4,98.6,3.259,4.9,71.2,37.0,338.3,1,0.0,0.06,38,1,2,synthetic
1,0.5417,179.0,22.4,9.15,5,98.8,3.752,3.9,67.7,37.0,320.0,1,0.0,0.06,31,2,2,synthetic
1,0.5625,70.4,43.2,2.11,0,99.2,2.634,6.2,66.4,36.7,829.5,0,0.0,0.06,83,0,0,synthetic
1,0.5833,74.2,42.9,2.0,0,99.2,2.328,5.9,71.7,36.8,804.7,0,0.0,0.06,82,0,0,synthetic
1,0.6042,71.0,45.1,0.76,0,99.0,2.001,7.8,68.3,36.7,842.6,0,0.0,0.06,84,0,0,synthetic
1,0.625,71.9,40.7,0.61,0,99.8,1.888,5.1,67.5,36.9,794.4,0,0.0,0.06,82,0,0,synthetic
1,0.6458,76.1,35.6,1.7,0,99.1,2.364,8.3,67.5,36.6,776.4,0,0.0,0.06,78,0,0,synthetic
1,0.6667,68.7,59.1,0.58,0,99.1,1.949,7.5,69.4,36.6,866.0,0,0.0,0.06,91,0,0,synthetic
1,0.6875,72.5,42.3,2.46,0,98.9,2.605,7.7,66.1,36.7,844.7,0,0.0,0.06,82,0,0,synthetic
1,0.7083,66.8,50.0,1.38,0,98.5,2.601,8.2,67.0,36.8,887.3,0,0.0,0.06,87,0,0,synthetic
1,0.7292,64.8,51.1,2.27,0,98.6,2.658,6.1,63.7,36.7,924.3,0,0.0,0.06,87,0,0,synthetic
1,0.75,66.4,48.3,3.11,0,99.3,2.553,7.3,67.3,36.7,908.8,0,0.0,0.06,86,0,0,synthetic
1,0.7708,61.8,40.1,2.4,0,98.9,2.174,5.4,68.2,36.7,955.9,0,0.0,0.06,83,0,0,synthetic
1,0.7917,67.1,31.4,2.45,0,98.9,2.547,4.3,68.5,36.8,918.5,0,0.0,0.06,79,0,0,synthetic
1,0.8125,68.0,43.8,1.03,0,99.2,2.261,4.9,63.3,36.8,871.8,0,0.0,0.06,84,0,0,synthetic
1,0.8333,64.6,39.0,1.24,0,98.5,2.063,6.1,66.0,36.8,915.2,0,0.0,0.06,82,0,0,synthetic
1,0.8542,71.0,45.8,2.49,0,99.1,2.57,4.5,65.0,37.0,843.4,0,0.0,0.06,84,0,0,synthetic
1,0.875,65.8,39.4,0.82,0,99.1,2.081,6.7,66.7,36.9,922.7,0,0.0,0.06,82,0,0,synthetic
1,0.8958,60.0,36.4,2.9,0,99.3,2.169,4.5,70.3,36.7,1010.0,0,0.0,0.06,81,0,0,synthetic
1,0.9167,61.6,34.4,3.12,0,99.2,2.685,6.7,69.7,36.7,973.0,0,0.0,0.06,80,0,0,synthetic
1,0.9375,55.6,51.6,1.16,0,99.0,2.299,8.5,67.6,36.7,1088.9,0,0.0,0.06,88,0,0,synthetic
1,0.9583,60.4,45.3,1.46,0,98.6,2.363,5.0,68.4,36.6,1013.0,0,0.0,0.06,85,0,0,synthetic
1,0.9792,57.4,48.4,0.7,0,98.4,1.995,7.3,70.1,36.7,1059.0,0,0.0,0.06,86,0,0,synthetic
2,0.0,60.2,53.6,3.32,0,99.4,2.46,5.6,72.6,36.6,989.4,0,0.0,0.12,88,0,0,synthetic
2,0.0208,64.4,38.1,1.76,0,99.2,2.257,5.6,66.4,36.6,919.9,0,0.0,0.12,82,0,0,synthetic
2,0.0417,60.2,47.0,1.65,0,98.7,2.434,8.3,70.0,36.7,996.6,0,0.0,0.12,86,0,0,synthetic
2,0.0625,62.6,54.5,2.34,0,99.5,2.107,5.0,68.1,36.6,949.8,0,0.0,0.12,89,0,0,synthetic
2,0.0833,59.2,54.6,0.67,0,98.9,1.887,7.8,66.3,36.7,1006.1,0,0.0,0.12,89,0,0,synthetic
2,0.1042,63.5,64.0,1.17,0,99.3,2.043,8.2,68.3,36.6,938.4,0,0.0,0.12,93,0,0,synthetic
2,0.125,63.2,47.8,2.47,0,98.7,2.465,5.9,65.2,36.6,949.0,0,0.0,0.12,86,0,0,synthetic
2,0.1458,68.5,50.7,0.74,0,98.7,1.438,7.1,66.3,36.7,891.5,0,0.0,0.12,87,0,0,synthetic
2,0.1667,66.0,59.9,1.3,0,99.1,2.295,7.2,69.6,36.7,924.6,0,0.0,0.12,91,0,0,synthetic
2,0.1875,68.4,39.9,2.36,0,99.1,2.35,7.3,66.3,36.7,870.8,0,0.0,0.12,82,0,0,synthetic
2,0.2083,66.0,55.3,0.52,0,99.2,1.796,8.8,65.3,36.8,918.7,0,0.0,0.12,89,0,0,synthetic
2,0.2292,73.4,47.3,2.84,0,98.9,2.619,5.5,68.1,36.8,819.8,0,0.0,0.12,84,0,0,synthetic
2,0.25,66.7,46.7,1.4,0,98.9,2.287,6.9,70.4,36.5,891.8,0,0.0,0.12,85,0,0,synthetic
2,0.2708,70.2,44.1,2.77,0,98.4,2.646,6.0,70.2,36.6,822.1,0,0.0,0.12,84,0,0,synthetic
2,0.2917,71.4,41.1,2.58,0,99.3,2.727,5.3,69.3,36.7,868.3,0,0.0,0.12,82,0,0,synthetic
2,0.3125,67.8,52.3,1.69,0,98.9,2.163,4.6,66.7,36.6,906.1,0,0.0,0.12,88,0,0,synthetic
2,0.3333,71.7,54.1,3.4,0,99.1,2.567,7.1,69.1,36.8,845.9,0,0.0,0.12,87,0,0,synthetic
2,0.3542,76.8,55.1,0.89,0,99.1,1.955,5.2,67.9,36.7,807.8,0,0.0,0.12,86,0,0,synthetic
2,0.375,73.5,33.7,0.69,0,98.5,2.238,8.0,67.1,36.5,809.2,0,0.0,0.12,78,0,0,synthetic
2,0.3958,67.1,53.3,2.3,0,98.7,2.488,4.5,69.0,36.6,893.9,0,0.0,0.12,88,0,0,synthetic
2,0.4167,74.9,35.9,2.35,0,99.2,2.78,4.3,68.4,36.5,797.3,0,0.0,0.12,78,0,0,synthetic
2,0.4375,73.3,43.7,0.6,0,98.8,2.147,7.6,65.9,36.7,826.7,0,0.0,0.12,82,0,0,synthetic
2,0.4583,79.9,52.5,0.59,0,99.5,2.179,8.3,69.8,36.8,766.5,0,0.0,0.12,84,0,0,synthetic
2,0.4792,74.3,46.0,0.74,0,99.3,2.094,7.4,70.6,36.9,810.3,0,0.0,0.12,83,0,0,synthetic
2,0.5,74.0,41.2,3.12,0,98.7,2.455,7.2,67.9,36.9,836.3,0,0.0,0.12,81,0,0,synthetic
2,0.5208,77.2,36.1,1.19,0,99.2,2.113,4.8,68.4,36.7,751.9,0,0.0,0.12,78,0,0,synthetic
2,0.5417,76.9,50.3,2.73,0,98.4,2.311,5.7,68.4,36.8,805.3,0,0.0,0.12,84,0,0,synthetic
2,0.5625,74.0,32.1,1.96,0,98.8,2.513,5.3,68.4,36.9,831.5,0,0.0,0.12,77,0,0,synthetic
2,0.5833,73.0,48.3,2.65,0,99.1,2.418,6.2,69.1,36.7,833.0,0,0.0,0.12,84,0,0,synthetic
2,0.6042,65.8,35.9,1.58,0,99.1,2.359,5.6,67.8,36.6,929.4,0,0.0,0.12,81,0,0,synthetic
2,0.625,72.2,47.9,3.41,0,98.5,2.559,4.3,68.1,36.6,845.5,0,0.0,0.12,85,0,0,synthetic
2,0.6458,71.4,50.3,1.79,0,98.6,2.155,5.1,69.0,36.7,871.7,0,0.0,0.12,86,0,0,synthetic
2,0.6667,73.1,48.6,2.26,0,98.9,2.482,4.8,67.9,36.7,831.3,0,0.0,0.12,85,0,0,synthetic
2,0.6875,71.2,44.1,0.62,0,98.7,2.073,6.8,68.9,36.8,847.8,0,0.0,0.12,83,0,0,synthetic
2,0.7083,73.1,21.9,1.97,0,98.7,2.435,4.5,70.2,36.6,830.5,0,0.0,0.12,73,1,1,synthetic
2,0.7292,65.9,47.3,3.41,0,98.8,2.828,4.7,67.7,36.8,918.3,0,0.0,0.12,86,0,0,synthetic
2,0.75,68.4,48.0,1.99,0,99.3,2.42,6.7,70.2,36.8,886.2,0,0.0,0.12,86,0,0,synthetic
2,0.7708,63.5,38.9,1.68,0,99.1,2.504,7.6,67.5,36.9,951.4,0,0.0,0.12,82,0,0,synthetic
2,0.7917,65.2,52.8,1.48,0,99.3,2.381,7.6,67.4,36.8,918.2,0,0.0,0.12,88,0,0,synthetic
2,0.8125,65.3,34.9,2.13,0,98.5,2.207,6.2,71.1,36.6,898.9,0,0.0,0.12,80,0,0,synthetic
2,0.8333,68.9,53.2,2.36,0,98.3,2.288,7.7,63.0,36.9,849.8,0,0.0,0.12,88,0,0,synthetic
2,0.8542,58.2,63.7,2.24,0,99.2,2.539,7.2,69.1,36.8,1035.4,0,0.0,0.12,93,0,0,synthetic
2,0.875,62.6,44.6,0.68,0,98.9,2.233,5.2,64.6,36.7,942.9,0,0.0,0.12,85,0,0,synthetic
2,0.8958,58.3,29.8,2.91,0,99.1,2.827,5.2,69.5,36.6,1025.2,0,0.0,0.12,78,0,1,synthetic
2,0.9167,62.7,37.4,1.04,0,99.6,2.232,5.1,64.8,36.7,956.5,0,0.0,0.12,81,0,0,synthetic
2,0.9375,62.3,40.5,2.92,0,99.0,2.62,6.5,68.3,36.7,964.4,0,0.0,0.12,83,0,0,synthetic
2,0.9583,58.2,39.8,2.33,0,99.3,2.36,7.9,65.5,36.6,1020.9,0,0.0,0.12,82,0,0,synthetic
2,0.9792,62.7,59.7,2.97,0,98.8,2.582,5.9,66.4,36.6,960.9,0,0.0,0.12,91,0,0,synthetic
3,0.0,61.9,48.5,1.15,0,99.4,2.532,6.8,66.9,36.5,968.2,0,0.0,0.18,86,0,0,synthetic
3,0.0208,67.8,48.5,3.46,0,98.8,2.336,6.8,64.2,36.8,909.5,0,0.0,0.18,86,0,0,synthetic
3,0.0417,59.1,43.6,0.76,0,98.7,1.994,6.2,68.1,36.6,1018.4,0,0.0,0.18,84,0,0,synthetic
3,0.0625,55.9,48.9,3.14,0,99.6,2.331,6.7,65.5,36.8,1079.1,0,0.0,0.18,86,0,0,synthetic
3,0.0833,58.9,44.7,2.19,0,98.7,2.52,6.5,67.8,36.6,1006.9,0,0.0,0.18,85,0,0,synthetic
3,0.1042,65.3,40.9,2.49,0,98.6,2.464,7.6,69.6,36.9,924.1,0,0.0,0.18,83,0,0,synthetic
3,0.125,62.9,42.7,0.88,0,99.2,2.275,7.6,66.4,36.6,926.3,0,0.0,0.18,84,0,0,synthetic
3,0.1458,64.6,62.4,1.69,0,98.7,2.472,6.5,68.1,36.7,926.7,0,0.0,0.18,92,0,0,synthetic
3,0.1667,66.7,42.9,3.1,0,99.2,2.679,5.3,67.6,36.6,907.0,0,0.0,0.18,84,0,0,synthetic
3,0.1875,62.2,45.6,1.54,0,99.1,2.232,8.0,68.4,36.7,976.5,0,0.0,0.18,85,0,0,synthetic
3,0.2083,70.1,49.6,1.02,0,98.2,2.197,5.3,66.8,36.7,856.9,0,0.0,0.18,86,0,0,synthetic
3,0.2292,68.5,30.8,3.4,0,98.8,2.034,4.4,68.6,36.6,884.5,0,0.0,0.18,78,0,0,synthetic
3,0.25,72.6,54.9,0.96,0,98.8,2.16,8.7,68.3,36.7,817.5,0,0.0,0.18,88,0,0,synthetic
3,0.2708,68.1,45.3,2.58,0,98.8,2.157,6.7,69.8,36.4,894.8,0,0.0,0.18,85,0,0,synthetic
3,0.2917,66.0,43.4,1.6,0,99.4,2.225,7.5,66.8,36.4,901.5,0,0.0,0.18,84,0,0,synthetic
3,0.3125,72.2,37.2,2.11,0,99.0,1.987,7.7,72.1,36.7,816.8,0,0.0,0.18,80,0,0,synthetic
3,0.3333,70.7,38.1,2.71,0,98.3,2.399,5.8,70.9,36.7,839.2,0,0.0,0.18,81,0,0,synthetic
3,0.3542,173.2,24.9,8.2,5,97.9,3.395,5.9,72.3,37.0,357.5,1,0.0,0.18,37,1,2,synthetic
3,0.375,167.5,25.3,8.04,4,98.4,3.48,4.7,68.9,36.9,388.3,1,0.0,0.18,40,1,2,synthetic
3,0.3958,143.5,30.0,6.13,3,99.1,3.013,3.4,65.3,36.8,436.1,1,0.0,0.18,53,0,1,synthetic
3,0.4167,163.7,25.1,8.12,4,98.7,3.374,3.0,70.4,37.1,381.4,1,0.0,0.18,41,1,2,synthetic
3,0.4375,161.8,25.4,8.0,4,98.5,3.339,3.1,70.6,37.0,377.7,1,0.0,0.18,42,1,1,synthetic
3,0.4583,153.6,30.0,6.13,4,99.4,3.464,6.2,69.1,37.1,385.0,1,0.0,0.18,50,0,1,synthetic
3,0.4792,173.2,23.0,8.97,5,98.2,3.358,4.0,72.1,36.9,343.1,1,0.0,0.18,34,1,2,synthetic
3,0.5,174.4,23.3,8.84,5,97.9,3.773,5.6,67.7,37.1,340.3,1,0.0,0.18,34,1,2,synthetic
3,0.5208,182.1,23.7,8.69,5,98.2,3.712,5.0,68.4,36.9,335.5,1,0.0,0.18,32,2,2,synthetic
3,0.5417,169.9,23.9,8.62,4,98.5,3.253,5.8,68.6,37.2,356.9,1,0.0,0.18,36,1,2,synthetic
3,0.5625,83.2,59.7,1.39,0,99.2,2.316,7.6,69.8,36.7,702.9,0,0.0,0.18,86,0,0,synthetic
3,0.5833,74.3,38.4,2.9,0,99.1,2.242,7.1,65.6,36.8,825.6,0,0.0,0.18,80,0,0,synthetic
3,0.6042,72.5,33.6,2.16,0,98.7,2.298,7.9,66.4,36.9,821.6,0,0.0,0.18,78,0,0,synthetic
3,0.625,74.3,52.6,1.67,0,99.5,2.151,4.5,64.9,36.8,799.1,0,0.0,0.18,86,0,0,synthetic
3,0.6458,80.5,46.2,2.43,0,98.8,2.809,6.7,71.8,36.8,753.9,0,0.0,0.18,81,0,0,synthetic
3,0.6667,74.3,40.8,1.99,0,99.3,2.229,7.2,68.2,36.9,790.2,0,0.0,0.18,81,0,0,synthetic
3,0.6875,70.5,38.4,1.48,0,99.0,2.363,7.5,65.3,36.6,879.3,0,0.0,0.18,81,0,0,synthetic
3,0.7083,73.7,49.8,0.86,0,99.3,2.093,6.3,71.8,36.9,806.6,0,0.0,0.18,85,0,0,synthetic
3,0.7292,65.7,41.0,1.5,0,99.2,1.891,8.3,68.3,36.7,889.7,0,0.0,0.18,83,0,0,synthetic
3,0.75,69.5,40.9,1.87,0,98.7,2.327,4.8,67.9,36.9,887.9,0,0.0,0.18,82,0,0,synthetic
3,0.7708,65.6,48.0,2.8,0,98.7,2.582,6.8,66.8,36.7,912.0,0,0.0,0.18,86,0,0,synthetic
3,0.7917,63.3,38.6,3.22,0,98.7,2.395,7.1,71.0,36.7,947.8,0,0.0,0.18,82,0,0,synthetic
3,0.8125,62.7,46.0,0.6,0,98.7,1.756,8.4,65.9,36.7,964.9,0,0.0,0.18,85,0,0,synthetic
3,0.8333,59.3,40.9,2.69,0,98.7,2.598,6.5,68.9,36.7,987.6,0,0.0,0.18,83,0,0,synthetic
3,0.8542,66.6,41.8,0.84,0,98.8,2.278,7.0,67.1,36.6,901.7,0,0.0,0.18,83,0,0,synthetic
3,0.875,63.6,50.7,0.7,0,99.1,2.489,5.1,65.8,36.4,949.7,0,0.0,0.18,87,0,0,synthetic
3,0.8958,64.4,59.3,1.89,0,98.7,2.197,6.5,68.1,36.7,953.0,0,0.0,0.18,91,0,0,synthetic
3,0.9167,59.1,38.8,0.99,0,99.3,2.025,6.8,68.6,36.7,1010.5,0,0.0,0.18,82,0,0,synthetic
3,0.9375,55.9,44.7,3.45,0,98.8,2.639,6.0,69.8,36.7,1062.0,0,0.0,0.18,85,0,0,synthetic
3,0.9583,59.0,54.4,2.83,0,98.5,2.549,7.3,71.7,36.8,1010.6,0,0.0,0.18,89,0,0,synthetic
3,0.9792,63.9,35.4,3.25,0,99.0,2.781,5.3,69.3,36.7,933.0,0,0.0,0.18,80,0,0,synthetic
4,0.0,59.7,43.6,1.82,0,99.0,2.61,8.3,68.5,36.7,1023.0,0,5.08,0.24,84,0,0,synthetic
4,0.0208,65.8,40.9,1.0,0,99.3,2.186,6.8,67.5,36.8,917.4,0,2.81,0.24,83,0,0,synthetic
4,0.0417,64.0,36.1,1.06,0,99.1,2.455,7.5,67.4,36.5,935.3,0,6.29,0.24,81,0,0,synthetic
4,0.0625,66.3,51.9,1.57,0,99.0,2.392,7.8,66.3,36.7,898.9,0,3.68,0.24,88,0,0,synthetic
4,0.0833,62.7,32.1,1.85,0,99.4,2.637,5.9,67.8,36.8,956.8,0,5.74,0.24,79,0,0,synthetic
4,0.1042,64.8,30.4,0.88,0,99.4,2.078,8.1,69.0,36.8,906.4,0,5.43,0.24,78,0,0,synthetic
4,0.125,64.2,57.7,1.42,0,99.2,2.291,8.1,69.4,36.8,915.9,0,3.06,0.24,90,0,0,synthetic
4,0.1458,66.9,48.1,3.22,0,99.6,2.239,7.5,63.4,36.5,909.7,0,2.55,0.24,86,0,0,synthetic
4,0.1667,65.7,37.9,2.72,0,99.2,2.402,5.4,68.4,36.7,927.0,0,6.59,0.24,82,0,0,synthetic
4,0.1875,64.6,45.7,1.34,0,99.6,1.865,7.0,67.4,36.6,913.1,0,2.48,0.24,85,0,0,synthetic
4,0.2083,70.2,56.0,3.18,0,99.0,2.538,7.2,68.2,36.7,843.4,0,2.93,0.24,89,0,0,synthetic
4,0.2292,68.3,35.4,2.99,0,99.1,2.592,7.4,69.3,36.7,893.8,0,2.47,0.24,80,0,0,synthetic
4,0.25,62.0,46.5,1.45,0,99.2,2.536,8.1,72.2,36.6,986.7,0,4.17,0.24,85,0,0,synthetic
4,0.2708,75.5,43.3,2.61,0,98.5,2.418,6.8,63.2,36.7,802.6,0,2.52,0.24,81,0,0,synthetic
4,0.2917,71.4,56.4,2.4,0,98.8,2.168,6.2,67.5,36.5,847.6,0,2.35,0.24,89,0,0,synthetic
4,0.3125,68.3,43.9,1.34,0,98.6,2.458,6.9,66.8,36.5,879.7,0,2.03,0.24,84,0,0,synthetic
4,0.3333,74.0,45.5,0.76,0,98.9,1.978,6.8,68.0,36.8,804.4,0,5.09,0.24,83,0,0,synthetic
